,Movie,Year,IMDB,Metascore,Vote,Runtime,Genre
2292,War for the Planet of the Apes,2017,7.4,82,218689,140 min,"Action, Biography, Comedy"
2293,Murder on the Orient Express,2017,6.5,52,199060,114 min,"Action, Biography, Comedy"
2294,Life,2017,6.6,54,198467,104 min,"Action, Biography, Comedy"
2295,The Fate of the Furious,2017,6.7,56,196478,136 min,"Action, Biography, Comedy"
2296,Call Me by Your Name,2017,7.9,93,192560,132 min,"Action, Biography, Comedy"
2297,Wind River,2017,7.7,73,190872,107 min,"Action, Biography, Comedy"
2298,Ghost in the Shell,2017,6.3,52,189463,107 min,"Action, Biography, Comedy"
2299,King Arthur: Legend of the Sword,2017,6.7,41,183882,126 min,"Action, Biography, Comedy"
2300,Mother!,2017,6.6,75,180872,121 min,"Action, Biography, Comedy"
2301,The Hitman's Bodyguard,2017,6.9,47,178117,118 min,"Action, Biography, Comedy"
2302,"I, Tonya",2017,7.5,77,168890,119 min,"Action, Biography, Comedy"
2303,Atomic Blonde,2017,6.7,63,167367,115 min,"Action, Biography, Comedy"
2304,The Mummy,2017,5.4,34,166908,110 min,"Action, Biography, Comedy"
2305,Bright,2017,6.3,29,161957,117 min,"Action, Biography, Comedy"
2306,Darkest Hour,2017,7.4,75,161611,125 min,"Action, Biography, Comedy"
2307,Valerian and the City of a Thousand Planets,2017,6.5,51,155052,137 min,"Action, Biography, Comedy"
2308,Baywatch,2017,5.5,37,153550,116 min,"Action, Biography, Comedy"
2309,American Made,2017,7.2,65,150610,115 min,"Action, Biography, Comedy"
2310,Logan,2017,8.1,77,617330,137 min,"Action, Biography, Comedy"
2311,Thor: Ragnarok,2017,7.9,74,553312,130 min,"Action, Biography, Comedy"
2312,Guardians of the Galaxy Vol. 2,2017,7.6,67,540913,136 min,"Action, Biography, Comedy"
2313,Star Wars: Episode VIII - The Last Jedi,2017,7.0,84,540316,152 min,"Action, Biography, Comedy"
2314,Wonder Woman,2017,7.4,76,528536,141 min,"Action, Biography, Comedy"
2315,Dunkirk,2017,7.9,94,519154,106 min,"Action, Biography, Comedy"
2316,Spider-Man: Homecoming,2017,7.4,73,485753,133 min,"Action, Biography, Comedy"
2317,Get Out,2017,7.7,85,461503,104 min,"Action, Biography, Comedy"
2318,It,2017,7.3,69,434963,135 min,"Action, Biography, Comedy"
2319,Blade Runner 2049,2017,8.0,81,431618,164 min,"Action, Biography, Comedy"
2320,Baby Driver,2017,7.6,86,412492,113 min,"Action, Biography, Comedy"
2321,"Three Billboards Outside Ebbing, Missouri",2017,8.2,88,400644,115 min,"Action, Biography, Comedy"
2322,Justice League,2017,6.4,45,364237,120 min,"Action, Biography, Comedy"
2323,The Shape of Water,2017,7.3,87,351169,123 min,"Action, Biography, Comedy"
2324,John Wick: Chapter 2,2017,7.5,75,344854,122 min,"Action, Biography, Comedy"
2325,Coco,2017,8.4,81,340756,105 min,"Action, Biography, Comedy"
2326,Jumanji: Welcome to the Jungle,2017,6.9,58,301997,119 min,"Action, Biography, Comedy"
2327,Beauty and the Beast,2017,7.1,65,259975,129 min,"Action, Biography, Comedy"
2328,Kong: Skull Island,2017,6.6,62,258577,118 min,"Action, Biography, Comedy"
2329,Kingsman: The Golden Circle,2017,6.7,44,257176,141 min,"Action, Biography, Comedy"
2330,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,39,250092,129 min,"Action, Biography, Comedy"
2331,Alien: Covenant,2017,6.4,65,244683,122 min,"Action, Biography, Comedy"
2332,The Greatest Showman,2017,7.6,48,221133,105 min,"Action, Biography, Comedy"
2333,Lady Bird,2017,7.4,94,219731,94 min,"Action, Biography, Comedy"
2334,War for the Planet of the Apes,2017,7.4,82,218689,140 min,"Action, Biography, Comedy"
2335,Murder on the Orient Express,2017,6.5,52,199060,114 min,"Action, Biography, Comedy"
2336,Life,2017,6.6,54,198467,104 min,"Action, Biography, Comedy"
2337,The Fate of the Furious,2017,6.7,56,196478,136 min,"Action, Biography, Comedy"
2338,Call Me by Your Name,2017,7.9,93,192560,132 min,"Action, Biography, Comedy"
2339,Wind River,2017,7.7,73,190872,107 min,"Action, Biography, Comedy"
2340,Ghost in the Shell,2017,6.3,52,189463,107 min,"Action, Biography, Comedy"
2341,King Arthur: Legend of the Sword,2017,6.7,41,183882,126 min,"Action, Biography, Comedy"
2342,Mother!,2017,6.6,75,180872,121 min,"Action, Biography, Comedy"
2343,The Hitman's Bodyguard,2017,6.9,47,178117,118 min,"Action, Biography, Comedy"
2344,"I, Tonya",2017,7.5,77,168890,119 min,"Action, Biography, Comedy"
2345,Atomic Blonde,2017,6.7,63,167367,115 min,"Action, Biography, Comedy"
2346,The Mummy,2017,5.4,34,166908,110 min,"Action, Biography, Comedy"
2347,Bright,2017,6.3,29,161957,117 min,"Action, Biography, Comedy"
2348,Darkest Hour,2017,7.4,75,161611,125 min,"Action, Biography, Comedy"
2349,Valerian and the City of a Thousand Planets,2017,6.5,51,155052,137 min,"Action, Biography, Comedy"
2350,Baywatch,2017,5.5,37,153550,116 min,"Action, Biography, Comedy"
2351,American Made,2017,7.2,65,150610,115 min,"Action, Biography, Comedy"
2352,Logan,2017,8.1,77,617330,137 min,"Action, Biography, Comedy"
2353,Thor: Ragnarok,2017,7.9,74,553312,130 min,"Action, Biography, Comedy"
2354,Guardians of the Galaxy Vol. 2,2017,7.6,67,540913,136 min,"Action, Biography, Comedy"
2355,Star Wars: Episode VIII - The Last Jedi,2017,7.0,84,540316,152 min,"Action, Biography, Comedy"
2356,Wonder Woman,2017,7.4,76,528536,141 min,"Action, Biography, Comedy"
2357,Dunkirk,2017,7.9,94,519154,106 min,"Action, Biography, Comedy"
2358,Spider-Man: Homecoming,2017,7.4,73,485753,133 min,"Action, Biography, Comedy"
2359,Get Out,2017,7.7,85,461503,104 min,"Action, Biography, Comedy"
2360,It,2017,7.3,69,434963,135 min,"Action, Biography, Comedy"
2361,Blade Runner 2049,2017,8.0,81,431618,164 min,"Action, Biography, Comedy"
2362,Baby Driver,2017,7.6,86,412492,113 min,"Action, Biography, Comedy"
2363,"Three Billboards Outside Ebbing, Missouri",2017,8.2,88,400644,115 min,"Action, Biography, Comedy"
2364,Justice League,2017,6.4,45,364237,120 min,"Action, Biography, Comedy"
2365,The Shape of Water,2017,7.3,87,351169,123 min,"Action, Biography, Comedy"
2366,John Wick: Chapter 2,2017,7.5,75,344854,122 min,"Action, Biography, Comedy"
2367,Coco,2017,8.4,81,340756,105 min,"Action, Biography, Comedy"
2368,Jumanji: Welcome to the Jungle,2017,6.9,58,301997,119 min,"Action, Biography, Comedy"
2369,Beauty and the Beast,2017,7.1,65,259975,129 min,"Action, Biography, Comedy"
2370,Kong: Skull Island,2017,6.6,62,258577,118 min,"Action, Biography, Comedy"
2371,Kingsman: The Golden Circle,2017,6.7,44,257176,141 min,"Action, Biography, Comedy"
2372,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,39,250092,129 min,"Action, Biography, Comedy"
2373,Alien: Covenant,2017,6.4,65,244683,122 min,"Action, Biography, Comedy"
2374,The Greatest Showman,2017,7.6,48,221133,105 min,"Action, Biography, Comedy"
2375,Lady Bird,2017,7.4,94,219731,94 min,"Action, Biography, Comedy"
2376,War for the Planet of the Apes,2017,7.4,82,218689,140 min,"Action, Biography, Comedy"
2377,Murder on the Orient Express,2017,6.5,52,199060,114 min,"Action, Biography, Comedy"
2378,Life,2017,6.6,54,198467,104 min,"Action, Biography, Comedy"
2379,The Fate of the Furious,2017,6.7,56,196478,136 min,"Action, Biography, Comedy"
2380,Call Me by Your Name,2017,7.9,93,192560,132 min,"Action, Biography, Comedy"
2381,Wind River,2017,7.7,73,190872,107 min,"Action, Biography, Comedy"
2382,Ghost in the Shell,2017,6.3,52,189463,107 min,"Action, Biography, Comedy"
2383,King Arthur: Legend of the Sword,2017,6.7,41,183882,126 min,"Action, Biography, Comedy"
2384,Mother!,2017,6.6,75,180872,121 min,"Action, Biography, Comedy"
2385,The Hitman's Bodyguard,2017,6.9,47,178117,118 min,"Action, Biography, Comedy"
2386,"I, Tonya",2017,7.5,77,168890,119 min,"Action, Biography, Comedy"
2387,Atomic Blonde,2017,6.7,63,167367,115 min,"Action, Biography, Comedy"
2388,The Mummy,2017,5.4,34,166908,110 min,"Action, Biography, Comedy"
2389,Bright,2017,6.3,29,161957,117 min,"Action, Biography, Comedy"
2390,Darkest Hour,2017,7.4,75,161611,125 min,"Action, Biography, Comedy"
2391,Valerian and the City of a Thousand Planets,2017,6.5,51,155052,137 min,"Action, Biography, Comedy"
2392,Baywatch,2017,5.5,37,153550,116 min,"Action, Biography, Comedy"
2393,American Made,2017,7.2,65,150610,115 min,"Action, Biography, Comedy"
2394,Logan,2017,8.1,77,617330,137 min,"Action, Biography, Comedy"
2395,Thor: Ragnarok,2017,7.9,74,553312,130 min,"Action, Biography, Comedy"
2396,Guardians of the Galaxy Vol. 2,2017,7.6,67,540913,136 min,"Action, Biography, Comedy"
2397,Star Wars: Episode VIII - The Last Jedi,2017,7.0,84,540316,152 min,"Action, Biography, Comedy"
2398,Wonder Woman,2017,7.4,76,528536,141 min,"Action, Biography, Comedy"
2399,Dunkirk,2017,7.9,94,519154,106 min,"Action, Biography, Comedy"
2400,Spider-Man: Homecoming,2017,7.4,73,485753,133 min,"Action, Biography, Comedy"
2401,Get Out,2017,7.7,85,461503,104 min,"Action, Biography, Comedy"
2402,It,2017,7.3,69,434963,135 min,"Action, Biography, Comedy"
2403,Blade Runner 2049,2017,8.0,81,431618,164 min,"Action, Biography, Comedy"
2404,Baby Driver,2017,7.6,86,412492,113 min,"Action, Biography, Comedy"
2405,"Three Billboards Outside Ebbing, Missouri",2017,8.2,88,400644,115 min,"Action, Biography, Comedy"
2406,Justice League,2017,6.4,45,364237,120 min,"Action, Biography, Comedy"
2407,The Shape of Water,2017,7.3,87,351169,123 min,"Action, Biography, Comedy"
2408,John Wick: Chapter 2,2017,7.5,75,344854,122 min,"Action, Biography, Comedy"
2409,Coco,2017,8.4,81,340756,105 min,"Action, Biography, Comedy"
2410,Jumanji: Welcome to the Jungle,2017,6.9,58,301997,119 min,"Action, Biography, Comedy"
2411,Beauty and the Beast,2017,7.1,65,259975,129 min,"Action, Biography, Comedy"
2412,Kong: Skull Island,2017,6.6,62,258577,118 min,"Action, Biography, Comedy"
2413,Kingsman: The Golden Circle,2017,6.7,44,257176,141 min,"Action, Biography, Comedy"
2414,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,39,250092,129 min,"Action, Biography, Comedy"
2415,Alien: Covenant,2017,6.4,65,244683,122 min,"Action, Biography, Comedy"
2416,The Greatest Showman,2017,7.6,48,221133,105 min,"Action, Biography, Comedy"
2417,Lady Bird,2017,7.4,94,219731,94 min,"Action, Biography, Comedy"
2418,War for the Planet of the Apes,2017,7.4,82,218689,140 min,"Action, Biography, Comedy"
2419,Murder on the Orient Express,2017,6.5,52,199060,114 min,"Action, Biography, Comedy"
2420,Life,2017,6.6,54,198467,104 min,"Action, Biography, Comedy"
2421,The Fate of the Furious,2017,6.7,56,196478,136 min,"Action, Biography, Comedy"
2422,Call Me by Your Name,2017,7.9,93,192560,132 min,"Action, Biography, Comedy"
2423,Wind River,2017,7.7,73,190872,107 min,"Action, Biography, Comedy"
2424,Ghost in the Shell,2017,6.3,52,189463,107 min,"Action, Biography, Comedy"
2425,King Arthur: Legend of the Sword,2017,6.7,41,183882,126 min,"Action, Biography, Comedy"
2426,Mother!,2017,6.6,75,180872,121 min,"Action, Biography, Comedy"
2427,The Hitman's Bodyguard,2017,6.9,47,178117,118 min,"Action, Biography, Comedy"
2428,"I, Tonya",2017,7.5,77,168890,119 min,"Action, Biography, Comedy"
2429,Atomic Blonde,2017,6.7,63,167367,115 min,"Action, Biography, Comedy"
2430,The Mummy,2017,5.4,34,166908,110 min,"Action, Biography, Comedy"
2431,Bright,2017,6.3,29,161957,117 min,"Action, Biography, Comedy"
2432,Darkest Hour,2017,7.4,75,161611,125 min,"Action, Biography, Comedy"
2433,Valerian and the City of a Thousand Planets,2017,6.5,51,155052,137 min,"Action, Biography, Comedy"
2434,Baywatch,2017,5.5,37,153550,116 min,"Action, Biography, Comedy"
2435,American Made,2017,7.2,65,150610,115 min,"Action, Biography, Comedy"
2436,Logan,2017,8.1,77,617330,137 min,"Action, Biography, Comedy"
2437,Thor: Ragnarok,2017,7.9,74,553312,130 min,"Action, Biography, Comedy"
2438,Guardians of the Galaxy Vol. 2,2017,7.6,67,540913,136 min,"Action, Biography, Comedy"
2439,Star Wars: Episode VIII - The Last Jedi,2017,7.0,84,540316,152 min,"Action, Biography, Comedy"
2440,Wonder Woman,2017,7.4,76,528536,141 min,"Action, Biography, Comedy"
2441,Dunkirk,2017,7.9,94,519154,106 min,"Action, Biography, Comedy"
2442,Spider-Man: Homecoming,2017,7.4,73,485753,133 min,"Action, Biography, Comedy"
2443,Get Out,2017,7.7,85,461503,104 min,"Action, Biography, Comedy"
2444,It,2017,7.3,69,434963,135 min,"Action, Biography, Comedy"
2445,Blade Runner 2049,2017,8.0,81,431618,164 min,"Action, Biography, Comedy"
2446,Baby Driver,2017,7.6,86,412492,113 min,"Action, Biography, Comedy"
2447,"Three Billboards Outside Ebbing, Missouri",2017,8.2,88,400644,115 min,"Action, Biography, Comedy"
2448,Justice League,2017,6.4,45,364237,120 min,"Action, Biography, Comedy"
2449,The Shape of Water,2017,7.3,87,351169,123 min,"Action, Biography, Comedy"
2450,John Wick: Chapter 2,2017,7.5,75,344854,122 min,"Action, Biography, Comedy"
2451,Coco,2017,8.4,81,340756,105 min,"Action, Biography, Comedy"
2452,Jumanji: Welcome to the Jungle,2017,6.9,58,301997,119 min,"Action, Biography, Comedy"
2453,Beauty and the Beast,2017,7.1,65,259975,129 min,"Action, Biography, Comedy"
2454,Kong: Skull Island,2017,6.6,62,258577,118 min,"Action, Biography, Comedy"
2455,Kingsman: The Golden Circle,2017,6.7,44,257176,141 min,"Action, Biography, Comedy"
2456,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,39,250092,129 min,"Action, Biography, Comedy"
2457,Alien: Covenant,2017,6.4,65,244683,122 min,"Action, Biography, Comedy"
2458,The Greatest Showman,2017,7.6,48,221133,105 min,"Action, Biography, Comedy"
2459,Lady Bird,2017,7.4,94,219731,94 min,"Action, Biography, Comedy"
2460,War for the Planet of the Apes,2017,7.4,82,218689,140 min,"Action, Biography, Comedy"
2461,Murder on the Orient Express,2017,6.5,52,199060,114 min,"Action, Biography, Comedy"
2462,Life,2017,6.6,54,198467,104 min,"Action, Biography, Comedy"
2463,The Fate of the Furious,2017,6.7,56,196478,136 min,"Action, Biography, Comedy"
2464,Call Me by Your Name,2017,7.9,93,192560,132 min,"Action, Biography, Comedy"
2465,Wind River,2017,7.7,73,190872,107 min,"Action, Biography, Comedy"
2466,Ghost in the Shell,2017,6.3,52,189463,107 min,"Action, Biography, Comedy"
2467,King Arthur: Legend of the Sword,2017,6.7,41,183882,126 min,"Action, Biography, Comedy"
2468,Mother!,2017,6.6,75,180872,121 min,"Action, Biography, Comedy"
2469,The Hitman's Bodyguard,2017,6.9,47,178117,118 min,"Action, Biography, Comedy"
2470,"I, Tonya",2017,7.5,77,168890,119 min,"Action, Biography, Comedy"
2471,Atomic Blonde,2017,6.7,63,167367,115 min,"Action, Biography, Comedy"
2472,The Mummy,2017,5.4,34,166908,110 min,"Action, Biography, Comedy"
2473,Bright,2017,6.3,29,161957,117 min,"Action, Biography, Comedy"
2474,Darkest Hour,2017,7.4,75,161611,125 min,"Action, Biography, Comedy"
2475,Valerian and the City of a Thousand Planets,2017,6.5,51,155052,137 min,"Action, Biography, Comedy"
2476,Baywatch,2017,5.5,37,153550,116 min,"Action, Biography, Comedy"
2477,American Made,2017,7.2,65,150610,115 min,"Action, Biography, Comedy"
2478,Logan,2017,8.1,77,617330,137 min,"Action, Biography, Comedy"
2479,Thor: Ragnarok,2017,7.9,74,553312,130 min,"Action, Biography, Comedy"
2480,Guardians of the Galaxy Vol. 2,2017,7.6,67,540913,136 min,"Action, Biography, Comedy"
2481,Star Wars: Episode VIII - The Last Jedi,2017,7.0,84,540316,152 min,"Action, Biography, Comedy"
2482,Wonder Woman,2017,7.4,76,528536,141 min,"Action, Biography, Comedy"
2483,Dunkirk,2017,7.9,94,519154,106 min,"Action, Biography, Comedy"
2484,Spider-Man: Homecoming,2017,7.4,73,485753,133 min,"Action, Biography, Comedy"
2485,Get Out,2017,7.7,85,461503,104 min,"Action, Biography, Comedy"
2486,It,2017,7.3,69,434963,135 min,"Action, Biography, Comedy"
2487,Blade Runner 2049,2017,8.0,81,431618,164 min,"Action, Biography, Comedy"
2488,Baby Driver,2017,7.6,86,412492,113 min,"Action, Biography, Comedy"
2489,"Three Billboards Outside Ebbing, Missouri",2017,8.2,88,400644,115 min,"Action, Biography, Comedy"
2490,Justice League,2017,6.4,45,364237,120 min,"Action, Biography, Comedy"
2491,The Shape of Water,2017,7.3,87,351169,123 min,"Action, Biography, Comedy"
2492,John Wick: Chapter 2,2017,7.5,75,344854,122 min,"Action, Biography, Comedy"
2493,Coco,2017,8.4,81,340756,105 min,"Action, Biography, Comedy"
2494,Jumanji: Welcome to the Jungle,2017,6.9,58,301997,119 min,"Action, Biography, Comedy"
2495,Beauty and the Beast,2017,7.1,65,259975,129 min,"Action, Biography, Comedy"
2496,Kong: Skull Island,2017,6.6,62,258577,118 min,"Action, Biography, Comedy"
2497,Kingsman: The Golden Circle,2017,6.7,44,257176,141 min,"Action, Biography, Comedy"
2498,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,39,250092,129 min,"Action, Biography, Comedy"
2499,Alien: Covenant,2017,6.4,65,244683,122 min,"Action, Biography, Comedy"
2500,The Greatest Showman,2017,7.6,48,221133,105 min,"Action, Biography, Comedy"
2501,Lady Bird,2017,7.4,94,219731,94 min,"Action, Biography, Comedy"
2502,War for the Planet of the Apes,2017,7.4,82,218689,140 min,"Action, Biography, Comedy"
2503,Murder on the Orient Express,2017,6.5,52,199060,114 min,"Action, Biography, Comedy"
2504,Life,2017,6.6,54,198467,104 min,"Action, Biography, Comedy"
2505,The Fate of the Furious,2017,6.7,56,196478,136 min,"Action, Biography, Comedy"
2506,Call Me by Your Name,2017,7.9,93,192560,132 min,"Action, Biography, Comedy"
2507,Wind River,2017,7.7,73,190872,107 min,"Action, Biography, Comedy"
2508,Ghost in the Shell,2017,6.3,52,189463,107 min,"Action, Biography, Comedy"
2509,King Arthur: Legend of the Sword,2017,6.7,41,183882,126 min,"Action, Biography, Comedy"
2510,Mother!,2017,6.6,75,180872,121 min,"Action, Biography, Comedy"
2511,The Hitman's Bodyguard,2017,6.9,47,178117,118 min,"Action, Biography, Comedy"
2512,"I, Tonya",2017,7.5,77,168890,119 min,"Action, Biography, Comedy"
2513,Atomic Blonde,2017,6.7,63,167367,115 min,"Action, Biography, Comedy"
2514,The Mummy,2017,5.4,34,166908,110 min,"Action, Biography, Comedy"
2515,Bright,2017,6.3,29,161957,117 min,"Action, Biography, Comedy"
2516,Darkest Hour,2017,7.4,75,161611,125 min,"Action, Biography, Comedy"
2517,Valerian and the City of a Thousand Planets,2017,6.5,51,155052,137 min,"Action, Biography, Comedy"
2518,Baywatch,2017,5.5,37,153550,116 min,"Action, Biography, Comedy"
2519,American Made,2017,7.2,65,150610,115 min,"Action, Biography, Comedy"
2520,Logan,2017,8.1,77,617330,137 min,"Action, Biography, Comedy"
2521,Thor: Ragnarok,2017,7.9,74,553312,130 min,"Action, Biography, Comedy"
2522,Guardians of the Galaxy Vol. 2,2017,7.6,67,540913,136 min,"Action, Biography, Comedy"
2523,Star Wars: Episode VIII - The Last Jedi,2017,7.0,84,540316,152 min,"Action, Biography, Comedy"
2524,Wonder Woman,2017,7.4,76,528536,141 min,"Action, Biography, Comedy"
2525,Dunkirk,2017,7.9,94,519154,106 min,"Action, Biography, Comedy"
2526,Spider-Man: Homecoming,2017,7.4,73,485753,133 min,"Action, Biography, Comedy"
2527,Get Out,2017,7.7,85,461503,104 min,"Action, Biography, Comedy"
2528,It,2017,7.3,69,434963,135 min,"Action, Biography, Comedy"
2529,Blade Runner 2049,2017,8.0,81,431618,164 min,"Action, Biography, Comedy"
2530,Baby Driver,2017,7.6,86,412492,113 min,"Action, Biography, Comedy"
2531,"Three Billboards Outside Ebbing, Missouri",2017,8.2,88,400644,115 min,"Action, Biography, Comedy"
2532,Justice League,2017,6.4,45,364237,120 min,"Action, Biography, Comedy"
2533,The Shape of Water,2017,7.3,87,351169,123 min,"Action, Biography, Comedy"
2534,John Wick: Chapter 2,2017,7.5,75,344854,122 min,"Action, Biography, Comedy"
2535,Coco,2017,8.4,81,340756,105 min,"Action, Biography, Comedy"
2536,Jumanji: Welcome to the Jungle,2017,6.9,58,301997,119 min,"Action, Biography, Comedy"
2537,Beauty and the Beast,2017,7.1,65,259975,129 min,"Action, Biography, Comedy"
2538,Kong: Skull Island,2017,6.6,62,258577,118 min,"Action, Biography, Comedy"
2539,Kingsman: The Golden Circle,2017,6.7,44,257176,141 min,"Action, Biography, Comedy"
2540,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,39,250092,129 min,"Action, Biography, Comedy"
2541,Alien: Covenant,2017,6.4,65,244683,122 min,"Action, Biography, Comedy"
2542,The Greatest Showman,2017,7.6,48,221133,105 min,"Action, Biography, Comedy"
2543,Lady Bird,2017,7.4,94,219731,94 min,"Action, Biography, Comedy"
2544,War for the Planet of the Apes,2017,7.4,82,218689,140 min,"Action, Biography, Comedy"
2545,Murder on the Orient Express,2017,6.5,52,199060,114 min,"Action, Biography, Comedy"
2546,Life,2017,6.6,54,198467,104 min,"Action, Biography, Comedy"
2547,The Fate of the Furious,2017,6.7,56,196478,136 min,"Action, Biography, Comedy"
2548,Call Me by Your Name,2017,7.9,93,192560,132 min,"Action, Biography, Comedy"
2549,Wind River,2017,7.7,73,190872,107 min,"Action, Biography, Comedy"
2550,Ghost in the Shell,2017,6.3,52,189463,107 min,"Action, Biography, Comedy"
2551,King Arthur: Legend of the Sword,2017,6.7,41,183882,126 min,"Action, Biography, Comedy"
2552,Mother!,2017,6.6,75,180872,121 min,"Action, Biography, Comedy"
2553,The Hitman's Bodyguard,2017,6.9,47,178117,118 min,"Action, Biography, Comedy"
2554,"I, Tonya",2017,7.5,77,168890,119 min,"Action, Biography, Comedy"
2555,Atomic Blonde,2017,6.7,63,167367,115 min,"Action, Biography, Comedy"
2556,The Mummy,2017,5.4,34,166908,110 min,"Action, Biography, Comedy"
2557,Bright,2017,6.3,29,161957,117 min,"Action, Biography, Comedy"
2558,Darkest Hour,2017,7.4,75,161611,125 min,"Action, Biography, Comedy"
2559,Valerian and the City of a Thousand Planets,2017,6.5,51,155052,137 min,"Action, Biography, Comedy"
2560,Baywatch,2017,5.5,37,153550,116 min,"Action, Biography, Comedy"
2561,American Made,2017,7.2,65,150610,115 min,"Action, Biography, Comedy"
2562,Logan,2017,8.1,77,617330,137 min,"Action, Biography, Comedy"
2563,Thor: Ragnarok,2017,7.9,74,553312,130 min,"Action, Biography, Comedy"
2564,Guardians of the Galaxy Vol. 2,2017,7.6,67,540913,136 min,"Action, Biography, Comedy"
2565,Star Wars: Episode VIII - The Last Jedi,2017,7.0,84,540316,152 min,"Action, Biography, Comedy"
2566,Wonder Woman,2017,7.4,76,528536,141 min,"Action, Biography, Comedy"
2567,Dunkirk,2017,7.9,94,519154,106 min,"Action, Biography, Comedy"
2568,Spider-Man: Homecoming,2017,7.4,73,485753,133 min,"Action, Biography, Comedy"
2569,Get Out,2017,7.7,85,461503,104 min,"Action, Biography, Comedy"
2570,It,2017,7.3,69,434963,135 min,"Action, Biography, Comedy"
2571,Blade Runner 2049,2017,8.0,81,431618,164 min,"Action, Biography, Comedy"
2572,Baby Driver,2017,7.6,86,412492,113 min,"Action, Biography, Comedy"
2573,"Three Billboards Outside Ebbing, Missouri",2017,8.2,88,400644,115 min,"Action, Biography, Comedy"
2574,Justice League,2017,6.4,45,364237,120 min,"Action, Biography, Comedy"
2575,The Shape of Water,2017,7.3,87,351169,123 min,"Action, Biography, Comedy"
2576,John Wick: Chapter 2,2017,7.5,75,344854,122 min,"Action, Biography, Comedy"
2577,Coco,2017,8.4,81,340756,105 min,"Action, Biography, Comedy"
2578,Jumanji: Welcome to the Jungle,2017,6.9,58,301997,119 min,"Action, Biography, Comedy"
2579,Beauty and the Beast,2017,7.1,65,259975,129 min,"Action, Biography, Comedy"
2580,Kong: Skull Island,2017,6.6,62,258577,118 min,"Action, Biography, Comedy"
2581,Kingsman: The Golden Circle,2017,6.7,44,257176,141 min,"Action, Biography, Comedy"
2582,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,39,250092,129 min,"Action, Biography, Comedy"
2583,Alien: Covenant,2017,6.4,65,244683,122 min,"Action, Biography, Comedy"
2584,The Greatest Showman,2017,7.6,48,221133,105 min,"Action, Biography, Comedy"
2585,Lady Bird,2017,7.4,94,219731,94 min,"Action, Biography, Comedy"
2586,War for the Planet of the Apes,2017,7.4,82,218689,140 min,"Action, Biography, Comedy"
2587,Murder on the Orient Express,2017,6.5,52,199060,114 min,"Action, Biography, Comedy"
2588,Life,2017,6.6,54,198467,104 min,"Action, Biography, Comedy"
2589,The Fate of the Furious,2017,6.7,56,196478,136 min,"Action, Biography, Comedy"
2590,Call Me by Your Name,2017,7.9,93,192560,132 min,"Action, Biography, Comedy"
2591,Wind River,2017,7.7,73,190872,107 min,"Action, Biography, Comedy"
2592,Ghost in the Shell,2017,6.3,52,189463,107 min,"Action, Biography, Comedy"
2593,King Arthur: Legend of the Sword,2017,6.7,41,183882,126 min,"Action, Biography, Comedy"
2594,Mother!,2017,6.6,75,180872,121 min,"Action, Biography, Comedy"
2595,The Hitman's Bodyguard,2017,6.9,47,178117,118 min,"Action, Biography, Comedy"
2596,"I, Tonya",2017,7.5,77,168890,119 min,"Action, Biography, Comedy"
2597,Atomic Blonde,2017,6.7,63,167367,115 min,"Action, Biography, Comedy"
2598,The Mummy,2017,5.4,34,166908,110 min,"Action, Biography, Comedy"
2599,Bright,2017,6.3,29,161957,117 min,"Action, Biography, Comedy"
2600,Darkest Hour,2017,7.4,75,161611,125 min,"Action, Biography, Comedy"
2601,Valerian and the City of a Thousand Planets,2017,6.5,51,155052,137 min,"Action, Biography, Comedy"
2602,Baywatch,2017,5.5,37,153550,116 min,"Action, Biography, Comedy"
2603,American Made,2017,7.2,65,150610,115 min,"Action, Biography, Comedy"
2604,Logan,2017,8.1,77,617330,137 min,"Action, Biography, Comedy"
2605,Thor: Ragnarok,2017,7.9,74,553312,130 min,"Action, Biography, Comedy"
2606,Guardians of the Galaxy Vol. 2,2017,7.6,67,540913,136 min,"Action, Biography, Comedy"
2607,Star Wars: Episode VIII - The Last Jedi,2017,7.0,84,540316,152 min,"Action, Biography, Comedy"
2608,Wonder Woman,2017,7.4,76,528536,141 min,"Action, Biography, Comedy"
2609,Dunkirk,2017,7.9,94,519154,106 min,"Action, Biography, Comedy"
2610,Spider-Man: Homecoming,2017,7.4,73,485753,133 min,"Action, Biography, Comedy"
2611,Get Out,2017,7.7,85,461503,104 min,"Action, Biography, Comedy"
2612,It,2017,7.3,69,434963,135 min,"Action, Biography, Comedy"
2613,Blade Runner 2049,2017,8.0,81,431618,164 min,"Action, Biography, Comedy"
2614,Baby Driver,2017,7.6,86,412492,113 min,"Action, Biography, Comedy"
2615,"Three Billboards Outside Ebbing, Missouri",2017,8.2,88,400644,115 min,"Action, Biography, Comedy"
2616,Justice League,2017,6.4,45,364237,120 min,"Action, Biography, Comedy"
2617,The Shape of Water,2017,7.3,87,351169,123 min,"Action, Biography, Comedy"
